table_name,discovered_in_cisadm_dictionary,in_workstream_dictionary,workstreams,in_domain_metadata,num_rows,last_analyzed,stats_population_status,stats_freshness
W1_CMPL_EVT_TYPE_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:15,empty,stale
W1_CMPL_EVT_TYPE_L,Y,N,,N,33,2026-02-03 02:14:28,populated,stale
W1_COLOR,Y,N,,N,0,2026-01-07 21:35:15,empty,stale
W1_COLOR_CHAR,Y,N,,N,0,2026-01-07 21:35:15,empty,stale
W1_COLOR_L,Y,N,,N,0,2026-01-07 21:35:15,empty,stale
W1_COMMUNICATION,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMMUNICATION_CHAR,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMMUNICATION_K,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMMUNICATION_LOG,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMMUNICATION_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMMUNICATION_PHONE,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMMUNICATION_REL_OBJ,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_IN,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_IN_CHAR,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_IN_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_IN_K,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_IN_LOG,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_IN_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_IN_REL_OBJ,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_TYPE,Y,N,,N,9,2026-01-07 21:35:16,populated,stale
W1_COMM_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMM_TYPE_L,Y,N,,N,9,2026-01-07 21:35:16,populated,stale
W1_COMPLIANCE_CAT,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMPLIANCE_CAT_CHAR,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMPLIANCE_CAT_L,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMPLIANCE_TYPE,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMPLIANCE_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMPLIANCE_TYPE_L,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_COMPLIANCE_TYPE_REGT_AGCY,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_CONFIG,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_CONFIG_CHAR,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_CONFIG_CHAR2,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_CONFIG_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:16,empty,stale
W1_CONFIG_K,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_LOG,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT_CHAR,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT_CHAR2,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT_K,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT_LOG,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_RPT_SPECIFICATION,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_TYPE,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_TYPE_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONFIG_TYPE_L,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONTACT,Y,N,,N,49323,2026-01-16 02:06:13,populated,stale
W1_CONTACT_CHAR,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONTACT_CHAR2,Y,N,,N,0,2026-01-07 21:35:17,empty,stale
W1_CONTACT_EMAIL,Y,N,,N,667,2026-01-16 02:05:31,populated,stale
W1_CONTACT_IDENTIFIER,Y,N,,N,49323,2026-01-17 22:11:37,populated,stale
W1_CONTACT_K,Y,N,,N,49323,2026-01-07 21:35:17,populated,stale
W1_CONTACT_NAME,Y,N,,N,49323,2026-01-16 02:05:52,populated,stale
W1_CONTACT_PHONE,Y,N,,N,2455,2026-01-16 02:05:33,populated,stale
W1_CONTACT_RELATIONSHIP,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CONTACT_TYPE,Y,N,,N,2,2026-01-07 21:35:18,populated,stale
W1_CONTACT_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CONTACT_TYPE_L,Y,N,,N,2,2026-02-03 02:14:27,populated,stale
W1_COST_CATEGORY,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CATEGORY_CHAR,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CATEGORY_L,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CENTER,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CENTER_CHAR,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CENTER_EXPCD,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CENTER_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CENTER_L,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CENTER_LOG,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_COST_CENTER_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_CHAR,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_DEFAULT_MEMBER,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_K,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_LOG,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_SHIFT,Y,N,,N,0,2026-01-07 21:35:18,empty,stale
W1_CREW_SHIFT_ACT_SCHED,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_CHAR,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_K,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_LOG,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_MEMBER,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_SERVICE_AREA,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_SERVICE_CLASS,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_TYPE,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_SHIFT_TYPE_L,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_STR_ASSN,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_TYPE,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_TYPE_L,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_TYPE_RESRC_PROFILE,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CREW_VALID_MEMBER,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CATEGORY,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CATEGORY_CHAR,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CATEGORY_L,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CHAR,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CNTRCTR_BID,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CNTRCTR_BID_CHAR,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CNTRCTR_BID_DOCUMENT,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CNTRCTR_BID_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:19,empty,stale
W1_CU_CNTRCTR_BID_K,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_CNTRCTR_BID_LOG,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_CNTRCTR_BID_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_CNTRCTR_BID_NOTE,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_COST_CENTER,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_DOCUMENT,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_K,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_LOG,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_NOTE,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_REF_CU,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_RESRC_TYPE,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET_CHAR,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET_DOCUMENT,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET_L,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET_LOG,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_SET_NOTE,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_USAGE,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_USAGE_CHAR,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_USAGE_COST_CENTER,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_CU_USAGE_L,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_DESIGN_ELEMENT,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_DESIGN_ELEMENT_CHAR,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_DESIGN_ELEMENT_CU,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_DESIGN_ELEMENT_DOCUMENT,Y,N,,N,0,2026-01-07 21:35:20,empty,stale
W1_DESIGN_ELEMENT_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DESIGN_ELEMENT_ITEMS,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DESIGN_ELEMENT_K,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DESIGN_ELEMENT_LOG,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DESIGN_ELEMENT_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DESIGN_ELEMENT_NOTE,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DIST_CODE,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DIST_CODE_CHAR,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DIST_CODE_GL_DETAIL,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DIST_CODE_L,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_CHAR,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_K,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_LOG,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_TYPE,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_DOCUMENT_TYPE_L,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_BILLABLE_RATE,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_CHAR,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_K,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_LOG,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_PHONE,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_TRAINING,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_TYPE,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:21,empty,stale
W1_EMPLOYEE_TYPE_L,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EMPLOYEE_WORK_AREA,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EMP_AUTO_TIMESHEET,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EQUIP_GROUP,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EQUIP_GROUP_CHAR,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EQUIP_GROUP_L,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_ERP_INTEGRATION,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_ERP_INTEGRATION_CHAR,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_ERP_INTEGRATION_LOG,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_ERP_INTEGRATION_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_CHAR,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_EMPLOYEE,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_K,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_LOG,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_TIMESHEET,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_TYPE,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EU_TYPE_L,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPEDITE,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPEDITE_CHAR,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPEDITE_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPEDITE_K,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPEDITE_LOG,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPEDITE_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPEDITE_PO_LINE,Y,N,,N,0,2026-01-07 21:35:22,empty,stale
W1_EXPENSE_CD,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_EXPENSE_CD_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_EXPENSE_CD_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_EXPENSE_CD_L,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_EXPENSE_CD_LOG,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_EXPENSE_CD_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FACTOR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FACTOR_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FACTOR_CHAR_VAL,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FACTOR_L,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FACTOR_VAL,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FACTOR_VAL_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_COMP,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_COMP_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_COMP_L,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_MODE,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_MODE_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_MODE_L,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_PROF,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_PROF_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_PROF_FAILURE_COMP,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_PROF_FAILURE_MODE,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_PROF_FAILURE_REPAIR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_PROF_FAILURE_TYPE,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_PROF_L,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_REPAIR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_REPAIR_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_REPAIR_L,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_TYPE,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FAILURE_TYPE_L,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FOB,Y,N,,N,0,2026-01-07 21:35:23,empty,stale
W1_FOB_CHAR,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FOB_L,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FT,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FT_CHAR,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FT_GL_DTL,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FT_K,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FT_LOG,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FT_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_FT_PROCESS,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_GIS_BATCH_DTLS,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_GIS_ID_DTLS,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_GROUP,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_GROUP_CHAR,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_GROUP_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_GROUP_LOG,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_GROUP_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_HEADER,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_HEADER_CHAR,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_HEADER_COST_CENTER,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_HEADER_DOCUMENT,Y,N,,N,0,2026-01-07 21:35:24,empty,stale
W1_INVOICE_HEADER_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_HEADER_K,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_HEADER_LOG,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_HEADER_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_HEADER_NOTE,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_CHAR,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_COST_CENTER,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_DOCUMENT,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_K,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_LOG,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_NOTE,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INVOICE_LINE_TAX_LINE,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INV_ADJ,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INV_ADJ_ASSET,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INV_ADJ_CHAR,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INV_ADJ_K,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INV_ADJ_LOG,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INV_ADJ_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_INV_ADJ_LOT,Y,N,,N,0,2026-01-07 21:35:25,empty,stale
W1_LABOR_EARNING_TYPE,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_LABOR_EARNING_TYPE_CHAR,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_LABOR_EARNING_TYPE_L,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINTMGR,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINTMGR_CHAR,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINTMGR_L,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_EVENT,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_EVENT_CHAR,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_EVENT_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_EVENT_K,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_EVENT_LOG,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_EVENT_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_EVENT_MAINT_PLAN,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_SCHEDULE,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_SCHEDULE_CHAR,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_SCHEDULE_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_SCHEDULE_K,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_SCHEDULE_LOG,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_SCHEDULE_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_TRIGGER,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_TRIGGER_CHAR,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_TRIGGER_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_TRIGGER_K,Y,N,,N,0,2026-01-07 21:35:26,empty,stale
W1_MAINT_TRIGGER_LOG,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAINT_TRIGGER_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAINT_TRIGGER_PLN_FAIL_INFO,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MANUFACTURER,Y,N,,N,11,2026-01-07 21:35:27,populated,stale
W1_MANUFACTURER_CHAR,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MANUFACTURER_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MANUFACTURER_L,Y,N,,N,11,2026-01-07 21:35:27,populated,stale
W1_MAT_DISP,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_DISP_CHAR,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_DISP_IDENTIFIER,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_DISP_K,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_DISP_LINE,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_DISP_LOG,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_DISP_LOG_PARM,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_ISS_LINE,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_ISS_LINE_CHAR,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
W1_MAT_ISS_LINE_K,Y,N,,N,0,2026-01-07 21:35:27,empty,stale
