child_table,child_column,parent_table,parent_column,join_sql,source,fk_name,workstream,domain_name,join_type
CI_PAY_TNDR,PAYOR_ACCT_ID,CI_ACCT_PER,ACCT_ID,CI_PAY_TNDR.PAYOR_ACCT_ID = CI_ACCT_PER.ACCT_ID,domain_join_inventory,,Cashiering,Payment_Tender___Domain,inner
CI_PAY_TNDR,PAY_EVENT_ID,CI_PAY_EVENT,PAY_EVENT_ID,CI_PAY_TNDR.PAY_EVENT_ID = CI_PAY_EVENT.PAY_EVENT_ID,domain_join_inventory,,Cashiering,Payment_Tender___Domain,inner
CI_PAY_TNDR,TENDER_TYPE_CD,CI_TENDER_TYPE_L,TENDER_TYPE_CD,CI_PAY_TNDR.TENDER_TYPE_CD = CI_TENDER_TYPE_L.TENDER_TYPE_CD,domain_join_inventory,,Cashiering,Payment_Tender___Domain,inner
CI_PAY_TNDR,TNDR_CTL_ID,CI_TNDR_CTL,TNDR_CTL_ID,CI_PAY_TNDR.TNDR_CTL_ID = CI_TNDR_CTL.TNDR_CTL_ID,domain_join_inventory,,Cashiering,Payment_Tender___Domain,inner
CI_PAY_TNDR,TNDR_STATUS_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_PAY_TNDR.TNDR_STATUS_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Cashiering,Payment_Tender___Domain,inner
CI_PER,LS_SL_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,CI_PER.LS_SL_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Customer Operations,Customer___Domain,inner
CI_PER,PER_OR_BUS_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_PER.PER_OR_BUS_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Customer Operations,Customer___Domain,inner
CI_PER,PER_OR_BUS_FLG,CI_LOOKUP_VAL_L_6,FIELD_VALUE,CI_PER.PER_OR_BUS_FLG = CI_LOOKUP_VAL_L_6.FIELD_VALUE,domain_join_inventory,,Customer Operations,C_Side___Domain,inner
CI_PER,RECV_MKTG_INFO_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,CI_PER.RECV_MKTG_INFO_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Customer Operations,Customer___Domain,leftOuter
CI_PER,TIME_ZONE_CD,CI_TIME_ZONE_L,TIME_ZONE_CD,CI_PER.TIME_ZONE_CD = CI_TIME_ZONE_L.TIME_ZONE_CD,domain_join_inventory,,Customer Operations,Customer___Domain,leftOuter
CI_PER,WEB_PWD_HINT_FLG,CI_LOOKUP_VAL_L_3,FIELD_VALUE,CI_PER.WEB_PWD_HINT_FLG = CI_LOOKUP_VAL_L_3.FIELD_VALUE,domain_join_inventory,,Customer Operations,Customer___Domain,leftOuter
CI_PP,ACCT_ID,CI_ACCT_PER,ACCT_ID,CI_PP.ACCT_ID = CI_ACCT_PER.ACCT_ID,domain_join_inventory,,Cashiering,Pay_Plan___Domain,inner
CI_PP,LAST_STAT_USER_ID,SC_USER_1,USER_ID,CI_PP.LAST_STAT_USER_ID = SC_USER_1.USER_ID,domain_join_inventory,,Cashiering,Pay_Plan___Domain,leftOuter
CI_PP,PAYOR_ACCT_ID,CI_ACCT_PER_1,ACCT_ID,CI_PP.PAYOR_ACCT_ID = CI_ACCT_PER_1.ACCT_ID,domain_join_inventory,,Cashiering,Pay_Plan___Domain,inner
CI_PP,PAY_METH_CD,CI_PAY_METH_L,PAY_METH_CD,CI_PP.PAY_METH_CD = CI_PAY_METH_L.PAY_METH_CD,domain_join_inventory,,Cashiering,Pay_Plan___Domain,inner
CI_PP,PP_CAN_RSN_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_PP.PP_CAN_RSN_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Cashiering,Pay_Plan___Domain,leftOuter
CI_PP,PP_STAT_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,CI_PP.PP_STAT_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Cashiering,Pay_Plan___Domain,inner
CI_PP,PP_TYPE_CD,CI_PP_TYPE_L,PP_TYPE_CD,CI_PP.PP_TYPE_CD = CI_PP_TYPE_L.PP_TYPE_CD,domain_join_inventory,,Cashiering,Pay_Plan___Domain,inner
CI_PP,THRD_PTY_PAYOR_CD,CI_THRD_PTY_L,THRD_PTY_PAYOR_CD,CI_PP.THRD_PTY_PAYOR_CD = CI_THRD_PTY_L.THRD_PTY_PAYOR_CD,domain_join_inventory,,Cashiering,Pay_Plan___Domain,leftOuter
CI_PP,USER_ID,SC_USER,USER_ID,CI_PP.USER_ID = SC_USER.USER_ID,domain_join_inventory,,Cashiering,Pay_Plan___Domain,inner
CI_PREM,CIS_DIVISION,CI_CIS_DIVISION_L,CIS_DIVISION,CI_PREM.CIS_DIVISION = CI_CIS_DIVISION_L.CIS_DIVISION,domain_join_inventory,,Customer Operations,Landlord_Agreement___Domain,leftOuter
CI_PREM,COUNTRY,CI_STATE_L,COUNTRY,CI_PREM.COUNTRY = CI_STATE_L.COUNTRY,domain_join_inventory,,Common,To_Do___Domain,leftOuter
CI_PREM,MR_INSTR_CD,CI_MR_INSTR_L,MR_INSTR_CD,CI_PREM.MR_INSTR_CD = CI_MR_INSTR_L.MR_INSTR_CD,domain_join_inventory,,Common,To_Do___Domain,leftOuter
CI_PREM,MR_WARN_CD,CI_MR_WARN_L,MR_WARN_CD,CI_PREM.MR_WARN_CD = CI_MR_WARN_L.MR_WARN_CD,domain_join_inventory,,Common,To_Do___Domain,leftOuter
CI_PREM,PREM_ID,CI_SA,CHAR_PREM_ID,CI_PREM.PREM_ID = CI_SA.CHAR_PREM_ID,domain_join_inventory,,Customer Operations,Premise___Domain,leftOuter
CI_PREM,PREM_TYPE_CD,CI_PREM_TYPE_L,PREM_TYPE_CD,CI_PREM.PREM_TYPE_CD = CI_PREM_TYPE_L.PREM_TYPE_CD,domain_join_inventory,,Common,To_Do___Domain,leftOuter
CI_PREM,STATE,CI_STATE_L,STATE,CI_PREM.STATE = CI_STATE_L.STATE,domain_join_inventory,,Common,To_Do___Domain,leftOuter
CI_PREM,TIME_ZONE_CD,CI_TIME_ZONE_L,TIME_ZONE_CD,CI_PREM.TIME_ZONE_CD = CI_TIME_ZONE_L.TIME_ZONE_CD,domain_join_inventory,,Common,To_Do___Domain,leftOuter
CI_PREM,TIME_ZONE_CD,CI_TIME_ZONE_L_1,TIME_ZONE_CD,CI_PREM.TIME_ZONE_CD = CI_TIME_ZONE_L_1.TIME_ZONE_CD,domain_join_inventory,,Meter Operations,Device___Domain,leftOuter
CI_PREM,TREND_AREA_CD,CI_TREND_AREA_L,TREND_AREA_CD,CI_PREM.TREND_AREA_CD = CI_TREND_AREA_L.TREND_AREA_CD,domain_join_inventory,,Common,To_Do___Domain,leftOuter
CI_PREM,TREND_AREA_CD,CI_TREND_AREA_L,DESCR,CI_PREM.TREND_AREA_CD = CI_TREND_AREA_L.DESCR,domain_join_inventory,,Finance,Financial_Transaction___Domain,leftOuter
CI_SA,ACCT_ID,CI_ACCT,ACCT_ID,CI_SA.ACCT_ID = CI_ACCT.ACCT_ID,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_SA,ACCT_ID,CI_ACCT_PER,ACCT_ID,CI_SA.ACCT_ID = CI_ACCT_PER.ACCT_ID,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_SA,CHAR_PREM_ID,CI_PREM,PREM_ID,CI_SA.CHAR_PREM_ID = CI_PREM.PREM_ID,domain_join_inventory,,Debt Management,SA_Snapshot___Aged_Balance___Domain,leftOuter
CI_SA,CIS_DIVISION,CI_CIS_DIVISION_L,CIS_DIVISION,CI_SA.CIS_DIVISION = CI_CIS_DIVISION_L.CIS_DIVISION,domain_join_inventory,,Customer Operations,C_Side___Domain,inner
CI_SA,CIS_DIVISION,CI_SA_TYPE,CIS_DIVISION,CI_SA.CIS_DIVISION = CI_SA_TYPE.CIS_DIVISION,domain_join_inventory,,Customer Operations,C_Side___Domain,inner
CI_SA,CIS_DIVISION,CI_SA_TYPE_L,CIS_DIVISION,CI_SA.CIS_DIVISION = CI_SA_TYPE_L.CIS_DIVISION,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_SA,NB_RULE_CD,CI_NB_RULE_L,NB_RULE_CD,CI_SA.NB_RULE_CD = CI_NB_RULE_L.NB_RULE_CD,domain_join_inventory,,Customer Operations,C_Side___Domain,leftOuter
CI_SA,PROP_DCL_RSN_CD,CI_PROP_DCL_RSN_L,PROP_DCL_RSN_CD,CI_SA.PROP_DCL_RSN_CD = CI_PROP_DCL_RSN_L.PROP_DCL_RSN_CD,domain_join_inventory,,Customer Operations,C_Side___Domain,leftOuter
CI_SA,PROP_SA_STAT_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_SA.PROP_SA_STAT_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Customer Operations,C_Side___Domain,leftOuter
CI_SA,SA_ID,C1_USAGE,SA_ID,CI_SA.SA_ID = C1_USAGE.SA_ID,canonical_chain:meter_ops,usage_chain,meter_ops,,
CI_SA,SA_ID,CI_BILL_CHG,SA_ID,CI_SA.SA_ID = CI_BILL_CHG.SA_ID,domain_join_inventory,,Finance,Billable_Charge___Domain,leftOuter
CI_SA,SA_ID,CI_BSEG,SA_ID,CI_SA.SA_ID = CI_BSEG.SA_ID,domain_join_inventory,,Customer Operations,Account_Alert___Domain,leftOuter
CI_SA,SA_ID,CI_FT,SA_ID,CI_SA.SA_ID = CI_FT.SA_ID,canonical_chain:debt_mgmt,debt_chain,debt_mgmt,,
CI_SA,SA_ID,CI_SA_SP,SA_ID,CI_SA.SA_ID = CI_SA_SP.SA_ID,canonical_chain:new_services,service_agreement_chain,new_services,,
CI_SA,SA_ID,CM_FT_BAL,SA_ID,CI_SA.SA_ID = CM_FT_BAL.SA_ID,domain_join_inventory,,Customer Operations,C_Side___Domain,leftOuter
CI_SA,SA_STATUS_FLG,CI_LOOKUP_VAL_L,FIELD_VALUE,CI_SA.SA_STATUS_FLG = CI_LOOKUP_VAL_L.FIELD_VALUE,domain_join_inventory,,Customer Operations,Premise___Domain,leftOuter
CI_SA,SA_STATUS_FLG,CI_LOOKUP_VAL_L_1,FIELD_VALUE,CI_SA.SA_STATUS_FLG = CI_LOOKUP_VAL_L_1.FIELD_VALUE,domain_join_inventory,,Customer Operations,C_Side___Domain,inner
CI_SA,SA_STATUS_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,CI_SA.SA_STATUS_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Finance,Financial_Transaction___Domain,inner
CI_SA,SA_STATUS_FLG,CI_LOOKUP_VAL_L_3,FIELD_VALUE,CI_SA.SA_STATUS_FLG = CI_LOOKUP_VAL_L_3.FIELD_VALUE,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_SA,SA_STATUS_FLG,CI_LOOKUP_VAL_L_4,FIELD_VALUE,CI_SA.SA_STATUS_FLG = CI_LOOKUP_VAL_L_4.FIELD_VALUE,domain_join_inventory,,Debt Management,Severance_Process___Domain,inner
CI_SA,SA_TYPE_CD,CI_SA_TYPE,SA_TYPE_CD,CI_SA.SA_TYPE_CD = CI_SA_TYPE.SA_TYPE_CD,domain_join_inventory,,Customer Operations,C_Side___Domain,inner
CI_SA,SA_TYPE_CD,CI_SA_TYPE_L,SA_TYPE_CD,CI_SA.SA_TYPE_CD = CI_SA_TYPE_L.SA_TYPE_CD,domain_join_inventory,,Common,Bill_Segment_Exception___Domain,inner
CI_SA,SIC_CD,CI_SIC_L,SIC_CD,CI_SA.SIC_CD = CI_SIC_L.SIC_CD,domain_join_inventory,,Customer Operations,C_Side___Domain,leftOuter
CI_SA,SPECIAL_USAGE_FLG,CI_LOOKUP_VAL_L_2,FIELD_VALUE,CI_SA.SPECIAL_USAGE_FLG = CI_LOOKUP_VAL_L_2.FIELD_VALUE,domain_join_inventory,,Customer Operations,C_Side___Domain,leftOuter
