OWNER,TABLE_NAME,CONSTRAINT_NAME,CONSTRAINT_TYPE,STATUS,VALIDATED,DEFERRABLE,DEFERRED,DELETE_RULE,REFERENCED_OWNER,REFERENCED_TABLE_NAME,SEARCH_CONDITION_VC
CISADM,W1_SPECIFICATION_IDENTIFIER,SYS_C00104419,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SPECIFICATION_ID_TYPE_FLG"" IS NOT NULL"
CISADM,W1_SPECIFICATION_IDENTIFIER,SYS_C00104420,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""W1_ID_VALUE"" IS NOT NULL"
CISADM,W1_SPECIFICATION_IDENTIFIER,SYS_C00104421,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_SPECIFICATION_IDENTIFIER,SYS_C00121423,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_SPECIFICATION_L,SYS_C00101826,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SPECIFICATION_CD"" IS NOT NULL"
CISADM,W1_SPECIFICATION_L,SYS_C00101827,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LANGUAGE_CD"" IS NOT NULL"
CISADM,W1_SPECIFICATION_L,SYS_C00101828,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCR100"" IS NOT NULL"
CISADM,W1_SPECIFICATION_L,SYS_C00101829,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_SPECIFICATION_L,SYS_C00118724,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_SPECIFICATION_MAINT_SCHED,SYS_C00119517,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_SPECIFICATION_MAINT_SCHED,SYS_C0096334,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SPECIFICATION_CD"" IS NOT NULL"
CISADM,W1_SPECIFICATION_MAINT_SCHED,SYS_C0096335,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQNO"" IS NOT NULL"
CISADM,W1_SPECIFICATION_MAINT_SCHED,SYS_C0096336,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MAINT_SCHED_ID"" IS NOT NULL"
CISADM,W1_SPECIFICATION_MAINT_SCHED,SYS_C0096337,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SPEC_MAINT_SCH_REL_TYPE_FLG"" IS NOT NULL"
CISADM,W1_SPECIFICATION_MAINT_SCHED,SYS_C0096338,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STATISTIC,SYS_C00117715,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,W1_STATISTIC,SYS_C00117716,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CRE_DTTM"" IS NOT NULL"
CISADM,W1_STATISTIC,SYS_C00117717,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STATUS_UPD_DTTM"" IS NOT NULL"
CISADM,W1_STATISTIC,SYS_C00117718,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STATISTIC,SYS_C00119373,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STATISTIC_CHAR,SYS_C00112089,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112090,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_TYPE_CD"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112091,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQ_NUM"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112092,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112093,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ADHOC_CHAR_VAL"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112094,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK1"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112095,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK2"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112096,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK3"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112097,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK4"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112098,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK5"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112099,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SRCH_CHAR_VAL"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00112100,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STATISTIC_CHAR,SYS_C00119312,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STATISTIC_LOG,SYS_C00111023,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111024,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQNO"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111025,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ADHOC_CHAR_VAL"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111026,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_TYPE_CD"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111027,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111028,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK1"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111029,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK2"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111030,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK3"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111031,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK4"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111032,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK5"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111033,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCRLONG"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111034,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LOG_DTTM"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111035,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LOG_ENTRY_TYPE_FLG"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111036,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MESSAGE_CAT_NBR"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111037,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MESSAGE_NBR"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111038,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""USER_ID"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00111039,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG,SYS_C00118785,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STATISTIC_LOG_PARM,SYS_C00109027,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG_PARM,SYS_C00109028,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQNO"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG_PARM,SYS_C00109029,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PARM_SEQ"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG_PARM,SYS_C00109030,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MSG_PARM_TYP_FLG"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG_PARM,SYS_C00109031,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""F1_MSG_PARM_VLONG"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG_PARM,SYS_C00109032,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STATISTIC_LOG_PARM,SYS_C00120736,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL,SYS_C00119900,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL,SYS_C0099851,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL,SYS_C0099852,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SID_CLASS_FLG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL,SYS_C0099853,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL,SYS_C0099854,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CRE_DTTM"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL,SYS_C0099855,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_BIN,SYS_C00114168,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_BIN,SYS_C00114169,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQNO"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_BIN,SYS_C00114170,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BIN"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_BIN,SYS_C00114171,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BIN_TYPE_FLG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_BIN,SYS_C00114172,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_BIN,SYS_C00119428,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105609,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105610,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_TYPE_CD"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105611,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105612,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ADHOC_CHAR_VAL"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105613,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK1"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105614,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK2"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105615,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK3"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105616,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK4"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105617,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK5"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105618,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SRCH_CHAR_VAL"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105619,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00105620,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQ_NUM"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_CHAR,SYS_C00121486,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_DOCUMENT,SYS_C00103718,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_DOCUMENT,SYS_C00103719,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DOCUMENT_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_DOCUMENT,SYS_C00103720,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_DOCUMENT,SYS_C00103721,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ATTACHMENT_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_DOCUMENT,SYS_C00118830,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_IDENTIFIER,SYS_C00121001,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_IDENTIFIER,SYS_C0097294,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_IDENTIFIER,SYS_C0097295,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID_TYPE_FLG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_IDENTIFIER,SYS_C0097296,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""W1_ID_VALUE"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_IDENTIFIER,SYS_C0097297,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_K,SYS_C0097970,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_K,SYS_C0097971,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ENV_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_K,W1M572P0,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112497,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112498,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQNO"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112499,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_TYPE_CD"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112500,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112501,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ADHOC_CHAR_VAL"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112502,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK1"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112503,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK2"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112504,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK3"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112505,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK4"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112506,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_VAL_FK5"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112507,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""DESCRLONG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112508,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LOG_DTTM"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112509,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""LOG_ENTRY_TYPE_FLG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112510,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MESSAGE_CAT_NBR"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112511,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MESSAGE_NBR"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112512,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""USER_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00112513,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG,SYS_C00121027,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_LOG_PARM,SYS_C00119908,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_LOG_PARM,SYS_C0099884,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG_PARM,SYS_C0099885,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQNO"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG_PARM,SYS_C0099886,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PARM_SEQ"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG_PARM,SYS_C0099887,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""MSG_PARM_TYP_FLG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG_PARM,SYS_C0099888,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""F1_MSG_PARM_VLONG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_LOG_PARM,SYS_C0099890,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00106022,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00106023,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQNO"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00106024,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""NOTE_TYPE_FLG"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00106025,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""NOTE_VALUE"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00106026,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""USER_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00106027,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""NOTE_DTTM"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00106028,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_NOTE,SYS_C00120483,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_ITEM_DTL_VENDOR_LOC,SYS_C00108258,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_VENDOR_LOC,SYS_C00108259,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VENDOR_LOC_ID"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_VENDOR_LOC,SYS_C00108260,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_ITEM_DTL_VENDOR_LOC,SYS_C00120375,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_TRANS,SYS_C00118314,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_TRANS_ID"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118315,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_ITEM_DTL_ID"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118316,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""W1_TRANS_DT"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118317,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PARENT_MO_CD"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118318,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""PARENT_PK1"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118319,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SIBLING_MO_CD"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118320,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SIBLING_PK1"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118321,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""ST_REL_FLG"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118322,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""BUS_OBJ_CD"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118323,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CRE_DTTM"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00118324,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""VERSION"" IS NOT NULL"
CISADM,W1_STOCK_TRANS,SYS_C00121630,P,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,
CISADM,W1_STOCK_TRANS_CHAR,SYS_C00106965,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""STOCK_TRANS_ID"" IS NOT NULL"
CISADM,W1_STOCK_TRANS_CHAR,SYS_C00106966,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""CHAR_TYPE_CD"" IS NOT NULL"
CISADM,W1_STOCK_TRANS_CHAR,SYS_C00106967,C,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,"""SEQ_NUM"" IS NOT NULL"
