section,domain_name,FT_and_GL_Snapshot___Domain
section,workstream,Finance

PHYSICAL_TABLES
domain_table_alias,physical_table
FT_GL_DISTRIBUTION_RPT_CURR,FT_GL_DISTRIBUTION_RPT_CURR

JOIN_TREE
join_tree,join_sequence,join_type,left_table,right_table,join_expression
Adjustment Trace,Approval Request ID,FT_GL_DISTRIBUTION_RPT_CURR,APPR_REQ_ID,,
Payment Segment,Payment Segment ID,FT_GL_DISTRIBUTION_RPT_CURR,PAY_SEG_ID,,
Payment Segment,Payment ID,FT_GL_DISTRIBUTION_RPT_CURR,PAY_ID,,
Payment Segment,Payment Segment Amount,FT_GL_DISTRIBUTION_RPT_CURR,PAY_SEG_AMT,,
Payment Segment,Payment Match Event ID,FT_GL_DISTRIBUTION_RPT_CURR,PAY_MATCH_EVT_ID,,
Snapshot Audit,Batch Code,FT_GL_DISTRIBUTION_RPT_CURR,BATCH_CD,,
Snapshot Audit,Batch Number,FT_GL_DISTRIBUTION_RPT_CURR,BATCH_NBR,,
Snapshot Audit,Latest Batch Number,FT_GL_DISTRIBUTION_RPT_CURR,IS_LATEST_BATCH_NBR,,
Snapshot Audit,Frozen,FT_GL_DISTRIBUTION_RPT_CURR,FREEZE_SW,,
Snapshot Audit,Freeze Date Time,FT_GL_DISTRIBUTION_RPT_CURR,FREEZE_DTTM,,
Snapshot Audit,Freeze User Name,FT_GL_DISTRIBUTION_RPT_CURR,FREEZE_USER_NAME,,
Snapshot Audit,Freeze User ID,FT_GL_DISTRIBUTION_RPT_CURR,FREEZE_USER_ID,,
Snapshot Audit,Snapshot Load Date Time,FT_GL_DISTRIBUTION_RPT_CURR,LOAD_DTTM,,
