domain_name,workstream,domain_table_alias,physical_table
Bill_Segment___Domain,Billing and Rates,CI_BILL,CI_BILL
Bill_Segment___Domain,Billing and Rates,CI_ACCT,CI_ACCT
Bill_Segment___Domain,Billing and Rates,CI_ACCT_PER,CI_ACCT_PER
Bill_Segment___Domain,Billing and Rates,CI_PER_NAME,CI_PER_NAME
Bill_Segment___Domain,Billing and Rates,CI_BILL_CYC_L,CI_BILL_CYC_L
Bill_Segment___Domain,Billing and Rates,CI_BILL_CYC_L_1,CI_BILL_CYC_L
Bill_Segment___Domain,Billing and Rates,CI_BILL_CYC_L_2,CI_BILL_CYC_L
Bill_Segment___Domain,Billing and Rates,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Bill_Segment___Domain,Billing and Rates,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Bill_Segment___Domain,Billing and Rates,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Bill_Segment___Domain,Billing and Rates,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Bill_Segment___Domain,Billing and Rates,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Bill_Segment___Domain,Billing and Rates,SC_USER,SC_USER
Bill_Segment___Domain,Billing and Rates,CI_ACCT_MGMT_GR_L,CI_ACCT_MGMT_GR_L
Bill_Segment___Domain,Billing and Rates,CI_COLL_CL_L,CI_COLL_CL_L
Bill_Segment___Domain,Billing and Rates,CI_CUST_CL_L,CI_CUST_CL_L
Bill_Segment___Domain,Billing and Rates,CI_BUD_PLAN_L,CI_BUD_PLAN_L
Bill_Segment___Domain,Billing and Rates,CI_BSEG,CI_BSEG
Bill_Segment___Domain,Billing and Rates,CI_BSEG_CALC,CI_BSEG_CALC
Bill_Segment___Domain,Billing and Rates,CI_BSEG_READ,CI_BSEG_READ
Bill_Segment___Domain,Billing and Rates,CI_BSEG_SQ,CI_BSEG_SQ
Bill_Segment___Domain,Billing and Rates,CI_BILL_CAN_RSN_L,CI_BILL_CAN_RSN_L
Bill_Segment___Domain,Billing and Rates,CI_RS_L,CI_RS_L
Bill_Segment___Domain,Billing and Rates,CI_UOM_L,CI_UOM_L
Bill_Segment___Domain,Billing and Rates,CI_UOM_L_1,CI_UOM_L
Bill_Segment___Domain,Billing and Rates,CI_UOM_L_2,CI_UOM_L
Bill_Segment___Domain,Billing and Rates,CI_TOU_L,CI_TOU_L
Bill_Segment___Domain,Billing and Rates,CI_TOU_L_1,CI_TOU_L
Bill_Segment___Domain,Billing and Rates,CI_TOU_L_2,CI_TOU_L
Bill_Segment___Domain,Billing and Rates,CI_SQI_L,CI_SQI_L
Bill_Segment___Domain,Billing and Rates,CI_SQI_L_1,CI_SQI_L
Bill_Segment___Domain,Billing and Rates,CI_SQI_L_2,CI_SQI_L
Bill_Segment___Domain,Billing and Rates,JoinTree_1,CI_BILL
Billed_Usage_SQ_Snapshot___Domain,Billing and Rates,BSEG_SQ_USAGE_RPT_CURR,BSEG_SQ_USAGE_RPT_CURR
Billed_Usage_Snapshot___Domain,Billing and Rates,BSEG_BILLED_USAGE_RPT_CURR,BSEG_BILLED_USAGE_RPT_CURR
SC_Unbilled_Billing_Domain,Billing and Rates,CI_BSEG_EXCP,CI_BSEG_EXCP
SC_Unbilled_Billing_Domain,Billing and Rates,CI_BSEG,CI_BSEG
Deposit_Control___Domain,Cashiering,CI_DEP_CTL,CI_DEP_CTL
Deposit_Control___Domain,Cashiering,CI_DEP_CTL_1,CI_DEP_CTL
Deposit_Control___Domain,Cashiering,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Deposit_Control___Domain,Cashiering,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Deposit_Control___Domain,Cashiering,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Deposit_Control___Domain,Cashiering,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Deposit_Control___Domain,Cashiering,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Deposit_Control___Domain,Cashiering,CI_TNDR_CTL,CI_TNDR_CTL
Deposit_Control___Domain,Cashiering,CI_TNDR_DEP,CI_TNDR_DEP
Deposit_Control___Domain,Cashiering,CI_TNDR_SRCE_L,CI_TNDR_SRCE_L
Deposit_Control___Domain,Cashiering,CI_TNDR_END_BAL,CI_TNDR_END_BAL
Deposit_Control___Domain,Cashiering,SC_USER,SC_USER
Deposit_Control___Domain,Cashiering,SC_USER_1,SC_USER
Deposit_Control___Domain,Cashiering,SC_USER_2,SC_USER
Deposit_Control___Domain,Cashiering,SC_USER_3,SC_USER
Deposit_Control___Domain,Cashiering,SC_USER_4,SC_USER
Deposit_Control___Domain,Cashiering,SC_USER_5,SC_USER
Deposit_Control___Domain,Cashiering,CI_BATCH_CTRL_L,CI_BATCH_CTRL_L
Deposit_Control___Domain,Cashiering,CI_TENDER_TYPE_L,CI_TENDER_TYPE_L
Deposit_Control___Domain,Cashiering,CI_BANK_L,CI_BANK_L
Deposit_Control___Domain,Cashiering,CI_BANK_ACCOUNT_L,CI_BANK_ACCOUNT_L
Deposit_Control___Domain,Cashiering,JoinTree_1,CI_TNDR_CTL
Deposit_Control___Domain,Cashiering,JoinTree_2,CI_DEP_CTL
Pay_Plan___Domain,Cashiering,CI_PP,CI_PP
Pay_Plan___Domain,Cashiering,CI_PP_SCHED_PAY,CI_PP_SCHED_PAY
Pay_Plan___Domain,Cashiering,CI_PP_TYPE_L,CI_PP_TYPE_L
Pay_Plan___Domain,Cashiering,CI_PP_ACCT_HST_VW,CI_PP_ACCT_HST_VW
Pay_Plan___Domain,Cashiering,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Pay_Plan___Domain,Cashiering,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Pay_Plan___Domain,Cashiering,CI_ACCT_PER,CI_ACCT_PER
Pay_Plan___Domain,Cashiering,CI_ACCT_PER_1,CI_ACCT_PER
Pay_Plan___Domain,Cashiering,CI_PAY_METH_L,CI_PAY_METH_L
Pay_Plan___Domain,Cashiering,CI_THRD_PTY_L,CI_THRD_PTY_L
Pay_Plan___Domain,Cashiering,SC_USER,SC_USER
Pay_Plan___Domain,Cashiering,SC_USER_1,SC_USER
Pay_Plan___Domain,Cashiering,CI_PER_NAME,CI_PER_NAME
Pay_Plan___Domain,Cashiering,CI_PER_NAME_1,CI_PER_NAME
Pay_Plan___Domain,Cashiering,JoinTree_1,CI_PP
Payment_Header___Domain,Cashiering,CI_PAY_EVENT,CI_PAY_EVENT
Payment_Header___Domain,Cashiering,CI_PAY,CI_PAY
Payment_Header___Domain,Cashiering,CI_PAY_CAN_RSN_L,CI_PAY_CAN_RSN_L
Payment_Header___Domain,Cashiering,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Payment_Header___Domain,Cashiering,CI_ACCT_PER,CI_ACCT_PER
Payment_Header___Domain,Cashiering,CI_MATCH_TYPE_L,CI_MATCH_TYPE_L
Payment_Header___Domain,Cashiering,CI_PER_NAME,CI_PER_NAME
Payment_Header___Domain,Cashiering,JoinTree_1,CI_PAY
Payment_Tender___Domain,Cashiering,CI_PAY_EVENT,CI_PAY_EVENT
Payment_Tender___Domain,Cashiering,CI_PAY_TNDR,CI_PAY_TNDR
Payment_Tender___Domain,Cashiering,CI_PAY_TND_VW,CI_PAY_TND_VW
Payment_Tender___Domain,Cashiering,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Payment_Tender___Domain,Cashiering,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Payment_Tender___Domain,Cashiering,CI_ACCT_PER,CI_ACCT_PER
Payment_Tender___Domain,Cashiering,CI_TENDER_TYPE_L,CI_TENDER_TYPE_L
Payment_Tender___Domain,Cashiering,CI_PAY_CAN_RSN_L,CI_PAY_CAN_RSN_L
Payment_Tender___Domain,Cashiering,CI_TNDR_CTL,CI_TNDR_CTL
Payment_Tender___Domain,Cashiering,CI_TNDR_SRCE_L,CI_TNDR_SRCE_L
Payment_Tender___Domain,Cashiering,SC_USER,SC_USER
Payment_Tender___Domain,Cashiering,SC_USER_1,SC_USER
Payment_Tender___Domain,Cashiering,CI_PER_NAME,CI_PER_NAME
Payment_Tender___Domain,Cashiering,JoinTree_1,CI_PAY_TNDR
Batch_Process___Domain,Common,CI_BATCH_CTRL,CI_BATCH_CTRL
Batch_Process___Domain,Common,CI_BATCH_CTRL_L,CI_BATCH_CTRL_L
Batch_Process___Domain,Common,CI_BATCH_INST,CI_BATCH_INST
Batch_Process___Domain,Common,CI_BATCH_RUN,CI_BATCH_RUN
Batch_Process___Domain,Common,CI_BATCH_THD,CI_BATCH_THD
Batch_Process___Domain,Common,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Batch_Process___Domain,Common,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Batch_Process___Domain,Common,SC_USER,SC_USER
Batch_Process___Domain,Common,JoinTree_1,CI_BATCH_INST
Bill_Segment_Exception___Domain,Common,CI_BSEG_EXCP,CI_BSEG_EXCP
Bill_Segment_Exception___Domain,Common,CI_SA,CI_SA
Bill_Segment_Exception___Domain,Common,CI_ACCT_PER,CI_ACCT_PER
Bill_Segment_Exception___Domain,Common,CI_PER_NAME,CI_PER_NAME
Bill_Segment_Exception___Domain,Common,CI_TD_DRLKEY,CI_TD_DRLKEY
Bill_Segment_Exception___Domain,Common,CI_TD_ENTRY,CI_TD_ENTRY
Bill_Segment_Exception___Domain,Common,SC_USER,SC_USER
Bill_Segment_Exception___Domain,Common,SC_USER_1,SC_USER
Bill_Segment_Exception___Domain,Common,SC_USER_2,SC_USER
Bill_Segment_Exception___Domain,Common,SC_USER_3,SC_USER
Bill_Segment_Exception___Domain,Common,SC_USER_4,SC_USER
Bill_Segment_Exception___Domain,Common,CI_TD_TYPE_L,CI_TD_TYPE_L
Bill_Segment_Exception___Domain,Common,CI_ROLE_L,CI_ROLE_L
Bill_Segment_Exception___Domain,Common,CI_TD_DRLKEY_TY,CI_TD_DRLKEY_TY
Bill_Segment_Exception___Domain,Common,CI_BSEG,CI_BSEG
Bill_Segment_Exception___Domain,Common,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Bill_Segment_Exception___Domain,Common,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Bill_Segment_Exception___Domain,Common,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Bill_Segment_Exception___Domain,Common,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Bill_Segment_Exception___Domain,Common,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Bill_Segment_Exception___Domain,Common,CI_BILL_CYC_L,CI_BILL_CYC_L
Bill_Segment_Exception___Domain,Common,CI_COLL_CL_L,CI_COLL_CL_L
Bill_Segment_Exception___Domain,Common,CI_ACCT_MGMT_GR_L,CI_ACCT_MGMT_GR_L
Bill_Segment_Exception___Domain,Common,CI_ACCT,CI_ACCT
Bill_Segment_Exception___Domain,Common,CI_CUST_CL_L,CI_CUST_CL_L
Bill_Segment_Exception___Domain,Common,CI_BUD_PLAN_L,CI_BUD_PLAN_L
Bill_Segment_Exception___Domain,Common,CI_SA_TYPE_L,CI_SA_TYPE_L
Bill_Segment_Exception___Domain,Common,JoinTree_1,CI_BSEG_EXCP
To_Do___Domain,Common,CI_TD_ENTRY,CI_TD_ENTRY
To_Do___Domain,Common,CI_TD_TYPE_L,CI_TD_TYPE_L
To_Do___Domain,Common,CI_ROLE_L,CI_ROLE_L
To_Do___Domain,Common,SC_USER,SC_USER
To_Do___Domain,Common,SC_USER_1,SC_USER
To_Do___Domain,Common,SC_USER_2,SC_USER
To_Do___Domain,Common,CI_PREM,CI_PREM
To_Do___Domain,Common,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
To_Do___Domain,Common,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
To_Do___Domain,Common,CI_MSG_L,CI_MSG_L
To_Do___Domain,Common,CI_PER_NAME,CI_PER_NAME
To_Do___Domain,Common,CI_PREM_TYPE_L,CI_PREM_TYPE_L
To_Do___Domain,Common,CI_MR_INSTR_L,CI_MR_INSTR_L
To_Do___Domain,Common,CI_MR_WARN_L,CI_MR_WARN_L
To_Do___Domain,Common,CI_TREND_AREA_L,CI_TREND_AREA_L
To_Do___Domain,Common,CI_STATE_L,CI_STATE_L
To_Do___Domain,Common,CI_TIME_ZONE_L,CI_TIME_ZONE_L
To_Do___Domain,Common,JoinTree_1,CI_TD_ENTRY
Usage_Transaction_Exception___Domain,Common,D1_USAGE_EXCP,D1_USAGE_EXCP
Usage_Transaction_Exception___Domain,Common,CI_TD_DRLKEY,CI_TD_DRLKEY
Usage_Transaction_Exception___Domain,Common,CI_TD_DRLKEY_TY,CI_TD_DRLKEY_TY
Usage_Transaction_Exception___Domain,Common,CI_TD_ENTRY,CI_TD_ENTRY
Usage_Transaction_Exception___Domain,Common,D1_USAGE,D1_USAGE
Usage_Transaction_Exception___Domain,Common,D1_US_CONTACT,D1_US_CONTACT
Usage_Transaction_Exception___Domain,Common,D1_CONTACT_IDENTIFIER,D1_CONTACT_IDENTIFIER
Usage_Transaction_Exception___Domain,Common,CI_PER_NAME,CI_PER_NAME
Usage_Transaction_Exception___Domain,Common,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Usage_Transaction_Exception___Domain,Common,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
Usage_Transaction_Exception___Domain,Common,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
Usage_Transaction_Exception___Domain,Common,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
Usage_Transaction_Exception___Domain,Common,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
Usage_Transaction_Exception___Domain,Common,CI_LOOKUP_VAL_L_5,CI_LOOKUP_VAL_L
Usage_Transaction_Exception___Domain,Common,F1_BUS_OBJ_L,F1_BUS_OBJ_L
Usage_Transaction_Exception___Domain,Common,F1_BUS_OBJ_L_1,F1_BUS_OBJ_L
Usage_Transaction_Exception___Domain,Common,D1_USAGE_EXCP_TYPE_L,D1_USAGE_EXCP_TYPE_L
Usage_Transaction_Exception___Domain,Common,D1_USG_GRP_L,D1_USG_GRP_L
Usage_Transaction_Exception___Domain,Common,D1_USG_RULE_L,D1_USG_RULE_L
Usage_Transaction_Exception___Domain,Common,CI_TD_TYPE_L,CI_TD_TYPE_L
Usage_Transaction_Exception___Domain,Common,CI_ROLE_L,CI_ROLE_L
Usage_Transaction_Exception___Domain,Common,SC_USER,SC_USER
Usage_Transaction_Exception___Domain,Common,SC_USER_1,SC_USER
Usage_Transaction_Exception___Domain,Common,SC_USER_2,SC_USER
Usage_Transaction_Exception___Domain,Common,D1_US_SP,D1_US_SP
Usage_Transaction_Exception___Domain,Common,D1_SP,D1_SP
Usage_Transaction_Exception___Domain,Common,CI_ACC_GRP_L,CI_ACC_GRP_L
Usage_Transaction_Exception___Domain,Common,F1_BUS_OBJ_STATUS_L,F1_BUS_OBJ_STATUS_L
Usage_Transaction_Exception___Domain,Common,D1_SP_TYPE_L,D1_SP_TYPE_L
Usage_Transaction_Exception___Domain,Common,D1_DIVISION_L,D1_DIVISION_L
Usage_Transaction_Exception___Domain,Common,D1_MKT_L,D1_MKT_L
Usage_Transaction_Exception___Domain,Common,D1_MSRMT_CYC_L,D1_MSRMT_CYC_L
Usage_Transaction_Exception___Domain,Common,D1_MSRMT_CYC_RTE_L,D1_MSRMT_CYC_RTE_L
Usage_Transaction_Exception___Domain,Common,CI_TIME_ZONE_L,CI_TIME_ZONE_L
Usage_Transaction_Exception___Domain,Common,JoinTree_1,D1_USAGE_EXCP
VEE_Exception___Domain,Common,D1_VEE_EXCP,D1_VEE_EXCP
VEE_Exception___Domain,Common,CI_TD_DRLKEY,CI_TD_DRLKEY
VEE_Exception___Domain,Common,CI_TD_DRLKEY_TY,CI_TD_DRLKEY_TY
VEE_Exception___Domain,Common,CI_TD_ENTRY,CI_TD_ENTRY
VEE_Exception___Domain,Common,D1_INIT_MSRMT_DATA,D1_INIT_MSRMT_DATA
VEE_Exception___Domain,Common,D1_MEASR_COMP,D1_MEASR_COMP
VEE_Exception___Domain,Common,D1_DVC_CFG,D1_DVC_CFG
VEE_Exception___Domain,Common,D1_INSTALL_EVT,D1_INSTALL_EVT
VEE_Exception___Domain,Common,D1_SP,D1_SP
VEE_Exception___Domain,Common,F1_BUS_OBJ_L,F1_BUS_OBJ_L
VEE_Exception___Domain,Common,F1_BUS_OBJ_L_1,F1_BUS_OBJ_L
VEE_Exception___Domain,Common,F1_BUS_OBJ_STATUS_L,F1_BUS_OBJ_STATUS_L
VEE_Exception___Domain,Common,F1_BUS_OBJ_STATUS_L_1,F1_BUS_OBJ_STATUS_L
VEE_Exception___Domain,Common,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
VEE_Exception___Domain,Common,CI_LOOKUP_VAL_L_1,CI_LOOKUP_VAL_L
VEE_Exception___Domain,Common,CI_LOOKUP_VAL_L_2,CI_LOOKUP_VAL_L
VEE_Exception___Domain,Common,CI_LOOKUP_VAL_L_3,CI_LOOKUP_VAL_L
VEE_Exception___Domain,Common,CI_LOOKUP_VAL_L_4,CI_LOOKUP_VAL_L
VEE_Exception___Domain,Common,CI_LOOKUP_VAL_L_5,CI_LOOKUP_VAL_L
VEE_Exception___Domain,Common,CI_LOOKUP_VAL_L_6,CI_LOOKUP_VAL_L
VEE_Exception___Domain,Common,D1_EXCP_TYPE_L,D1_EXCP_TYPE_L
VEE_Exception___Domain,Common,D1_VEE_GRP_L,D1_VEE_GRP_L
VEE_Exception___Domain,Common,D1_VEE_RULE_L,D1_VEE_RULE_L
VEE_Exception___Domain,Common,D1_DIVISION_L,D1_DIVISION_L
VEE_Exception___Domain,Common,D1_MKT_L,D1_MKT_L
VEE_Exception___Domain,Common,D1_MSRMT_CYC_L,D1_MSRMT_CYC_L
VEE_Exception___Domain,Common,D1_MSRMT_CYC_RTE_L,D1_MSRMT_CYC_RTE_L
VEE_Exception___Domain,Common,CI_TIME_ZONE_L,CI_TIME_ZONE_L
VEE_Exception___Domain,Common,SC_USER,SC_USER
VEE_Exception___Domain,Common,SC_USER_1,SC_USER
VEE_Exception___Domain,Common,SC_USER_2,SC_USER
VEE_Exception___Domain,Common,SC_USER_3,SC_USER
VEE_Exception___Domain,Common,SC_USER_4,SC_USER
VEE_Exception___Domain,Common,CI_ROLE_L,CI_ROLE_L
VEE_Exception___Domain,Common,CI_TD_TYPE_L,CI_TD_TYPE_L
VEE_Exception___Domain,Common,CI_SP_TYPE_L,CI_SP_TYPE_L
VEE_Exception___Domain,Common,D1_SP_TYPE_L,D1_SP_TYPE_L
VEE_Exception___Domain,Common,JoinTree_1,D1_VEE_EXCP
Account_Alert___Domain,Customer Operations,CI_ACCT,CI_ACCT
Account_Alert___Domain,Customer Operations,CI_ACCT_PER,CI_ACCT_PER
Account_Alert___Domain,Customer Operations,CI_LOOKUP_VAL_L,CI_LOOKUP_VAL_L
Account_Alert___Domain,Customer Operations,CI_BILL_CYC_L,CI_BILL_CYC_L
Account_Alert___Domain,Customer Operations,CI_CIS_DIVISION_L,CI_CIS_DIVISION_L
Account_Alert___Domain,Customer Operations,CI_COLL_CL_L,CI_COLL_CL_L
Account_Alert___Domain,Customer Operations,CI_CUST_CL_L,CI_CUST_CL_L
Account_Alert___Domain,Customer Operations,CI_BUD_PLAN_L,CI_BUD_PLAN_L
Account_Alert___Domain,Customer Operations,SC_USER,SC_USER
Account_Alert___Domain,Customer Operations,CI_ACCT_ALERT,CI_ACCT_ALERT
Account_Alert___Domain,Customer Operations,CI_ALERT_TYPE_L,CI_ALERT_TYPE_L
Account_Alert___Domain,Customer Operations,CI_PER_NAME,CI_PER_NAME
Account_Alert___Domain,Customer Operations,CI_SA,CI_SA
Account_Alert___Domain,Customer Operations,CI_BSEG,CI_BSEG
Account_Alert___Domain,Customer Operations,CI_BSEG_CALC,CI_BSEG_CALC
Account_Alert___Domain,Customer Operations,C1_PER_CONTDET,C1_PER_CONTDET
Account_Alert___Domain,Customer Operations,JoinTree_1,CI_ACCT
Account_Characteristics___Domain,Customer Operations,CI_ACCT,CI_ACCT
Account_Characteristics___Domain,Customer Operations,CI_ACCT_CHAR,CI_ACCT_CHAR
Account_Characteristics___Domain,Customer Operations,CI_CHAR_TYPE_L,CI_CHAR_TYPE_L
Account_Characteristics___Domain,Customer Operations,CI_PER,CI_PER
Account_Characteristics___Domain,Customer Operations,CI_ACCT_PER,CI_ACCT_PER
Account_Characteristics___Domain,Customer Operations,JoinTree_2,CI_ACCT
C_Side___Domain,Customer Operations,CI_ACCT,CI_ACCT
C_Side___Domain,Customer Operations,CI_ACCT_PER,CI_ACCT_PER
C_Side___Domain,Customer Operations,CI_SA,CI_SA
