domain_name,workstream,join_tree_id,join_sequence,join_type,left_table,right_table,join_expression
Account_Alert___Domain,Customer Operations,JoinTree_1,15,leftOuter,CI_ACCT_PER,C1_PER_CONTDET,CI_ACCT_PER.PER_ID == C1_PER_CONTDET.PER_ID
Account_Characteristics___Domain,Customer Operations,JoinTree_2,1,leftOuter,CI_ACCT,CI_ACCT_CHAR,CI_ACCT.ACCT_ID == CI_ACCT_CHAR.ACCT_ID
Account_Characteristics___Domain,Customer Operations,JoinTree_2,2,leftOuter,CI_ACCT_PER,CI_ACCT,CI_ACCT_PER.ACCT_ID == CI_ACCT.ACCT_ID and CI_ACCT_PER.MAIN_CUST_SW == 'Y'
Account_Characteristics___Domain,Customer Operations,JoinTree_2,3,leftOuter,CI_PER,CI_ACCT_PER,CI_PER.PER_ID == CI_ACCT_PER.PER_ID
Account_Characteristics___Domain,Customer Operations,JoinTree_2,4,leftOuter,CI_CHAR_TYPE_L,CI_ACCT_CHAR,CI_CHAR_TYPE_L.CHAR_TYPE_CD == CI_ACCT_CHAR.CHAR_TYPE_CD and CI_CHAR_TYPE_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,1,inner,CI_SA,CI_SA_TYPE,CI_SA.CIS_DIVISION == CI_SA_TYPE.CIS_DIVISION and CI_SA.SA_TYPE_CD == CI_SA_TYPE.SA_TYPE_CD
C_Side___Domain,Customer Operations,JoinTree_1,2,inner,CI_SA_TYPE,CI_SA_TYPE_L,CI_SA_TYPE.CIS_DIVISION == CI_SA_TYPE_L.CIS_DIVISION and CI_SA_TYPE.SA_TYPE_CD == CI_SA_TYPE_L.SA_TYPE_CD and CI_SA_TYPE_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,3,inner,CI_SA,CI_ACCT,CI_SA.ACCT_ID == CI_ACCT.ACCT_ID
C_Side___Domain,Customer Operations,JoinTree_1,4,inner,CI_SA,CI_ACCT_PER,CI_SA.ACCT_ID == CI_ACCT_PER.ACCT_ID and CI_ACCT_PER.MAIN_CUST_SW == 'Y'
C_Side___Domain,Customer Operations,JoinTree_1,5,leftOuter,CI_ACCT,CI_BILL_CYC_L,CI_ACCT.BILL_CYC_CD == CI_BILL_CYC_L.BILL_CYC_CD and CI_BILL_CYC_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,6,inner,CI_ACCT,CI_COLL_CL_L,CI_ACCT.COLL_CL_CD == CI_COLL_CL_L.COLL_CL_CD and CI_COLL_CL_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,7,inner,CI_ACCT,CI_CUST_CL_L,CI_ACCT.CUST_CL_CD == CI_CUST_CL_L.CUST_CL_CD and CI_CUST_CL_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,8,leftOuter,CI_ACCT,CI_BUD_PLAN_L,CI_ACCT.BUD_PLAN_CD == CI_BUD_PLAN_L.BUD_PLAN_CD and CI_BUD_PLAN_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,9,leftOuter,CI_ACCT,SC_USER,CI_ACCT.BILL_PRT_INTERCEPT == SC_USER.USER_ID
C_Side___Domain,Customer Operations,JoinTree_1,10,inner,CI_SA,CI_CIS_DIVISION_L,CI_SA.CIS_DIVISION == CI_CIS_DIVISION_L.CIS_DIVISION and CI_CIS_DIVISION_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,11,leftOuter,CI_SA,CI_NB_RULE_L,CI_SA.NB_RULE_CD == CI_NB_RULE_L.NB_RULE_CD and CI_NB_RULE_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,12,leftOuter,CI_SA,CI_PROP_DCL_RSN_L,CI_SA.PROP_DCL_RSN_CD == CI_PROP_DCL_RSN_L.PROP_DCL_RSN_CD and CI_PROP_DCL_RSN_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,13,leftOuter,CI_SA,CI_LOOKUP_VAL_L,CI_SA.PROP_SA_STAT_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'PROP_SA_STAT_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,14,inner,CI_SA,CI_LOOKUP_VAL_L_1,CI_SA.SA_STATUS_FLG == CI_LOOKUP_VAL_L_1.FIELD_VALUE and CI_LOOKUP_VAL_L_1.FIELD_NAME == 'SA_STATUS_FLG' and CI_LOOKUP_VAL_L_1.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,15,leftOuter,CI_SA,CI_SIC_L,CI_SA.SIC_CD == CI_SIC_L.SIC_CD and CI_SIC_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,16,leftOuter,CI_SA,CI_LOOKUP_VAL_L_2,CI_SA.SPECIAL_USAGE_FLG == CI_LOOKUP_VAL_L_2.FIELD_VALUE and CI_LOOKUP_VAL_L_2.FIELD_NAME == 'SPECIAL_USAGE_FLG' and CI_LOOKUP_VAL_L_2.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,17,leftOuter,CI_SA,CI_SS_OPT_L,CI_SA.START_OPT_CD == CI_SS_OPT_L.START_OPT_CD and CI_SS_OPT_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,18,leftOuter,CI_SA,CI_LOOKUP_VAL_L_3,CI_SA.STRT_RSN_FLG == CI_LOOKUP_VAL_L_3.FIELD_VALUE and CI_LOOKUP_VAL_L_3.FIELD_NAME == 'STRT_RSN_FLG' and CI_LOOKUP_VAL_L_3.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,19,leftOuter,CI_SA,CI_LOOKUP_VAL_L_4,CI_SA.STOP_RSN_FLG == CI_LOOKUP_VAL_L_4.FIELD_VALUE and CI_LOOKUP_VAL_L_4.FIELD_NAME == 'STOP_RSN_FLG' and CI_LOOKUP_VAL_L_4.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,20,inner,CI_SA_TYPE,CI_DEBT_CL_L,CI_SA_TYPE.DEBT_CL_CD == CI_DEBT_CL_L.DEBT_CL_CD and CI_DEBT_CL_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,21,leftOuter,CI_SA_TYPE,CI_DEP_CL_L,CI_SA_TYPE.DEP_CL_CD == CI_DEP_CL_L.DEP_CL_CD and CI_DEP_CL_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,22,inner,CI_SA_TYPE,CI_REV_CL_L,CI_SA_TYPE.REV_CL_CD == CI_REV_CL_L.REV_CL_CD and CI_REV_CL_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,23,leftOuter,CI_SA_TYPE,CI_LOOKUP_VAL_L_5,CI_SA_TYPE.SPECIAL_ROLE_FLG == CI_LOOKUP_VAL_L_5.FIELD_VALUE and CI_LOOKUP_VAL_L_5.FIELD_NAME == 'SPECIAL_ROLE_FLG' and CI_LOOKUP_VAL_L_5.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,24,inner,CI_SA_TYPE,CI_SVC_TYPE_L,CI_SA_TYPE.SVC_TYPE_CD == CI_SVC_TYPE_L.SVC_TYPE_CD and CI_SVC_TYPE_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,25,inner,CI_SA_TYPE,CI_WO_DEBT_CL_L,CI_SA_TYPE.WO_DEBT_CL_CD == CI_WO_DEBT_CL_L.WO_DEBT_CL_CD and CI_WO_DEBT_CL_L.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,26,leftOuter,CI_SA,CM_FT_BAL,CI_SA.SA_ID == CM_FT_BAL.SA_ID
C_Side___Domain,Customer Operations,JoinTree_1,27,inner,CI_ACCT_PER,CI_PER,CI_ACCT_PER.PER_ID == CI_PER.PER_ID
C_Side___Domain,Customer Operations,JoinTree_1,28,inner,CI_PER,CI_LOOKUP_VAL_L_6,CI_PER.PER_OR_BUS_FLG == CI_LOOKUP_VAL_L_6.FIELD_VALUE and CI_LOOKUP_VAL_L_6.FIELD_NAME == 'PER_OR_BUS_FLG' and CI_LOOKUP_VAL_L_6.LANGUAGE_CD == 'ENG'
C_Side___Domain,Customer Operations,JoinTree_1,29,inner,CI_ACCT_PER,CI_PER_NAME,CI_ACCT_PER.PER_ID == CI_PER_NAME.PER_ID and CI_ACCT_PER.MAIN_CUST_SW == 'Y' and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM'
Case___Domain,Customer Operations,JoinTree_1,1,leftOuter,CI_CASE,CI_PREM,CI_CASE.PREM_ID == CI_PREM.PREM_ID
Case___Domain,Customer Operations,JoinTree_1,2,leftOuter,CI_CASE,CI_ACCT,CI_CASE.ACCT_ID == CI_ACCT.ACCT_ID
Case___Domain,Customer Operations,JoinTree_1,3,leftOuter,CI_CASE,CI_PER_NAME,CI_CASE.PER_ID == CI_PER_NAME.PER_ID and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM'
Case___Domain,Customer Operations,JoinTree_1,4,inner,CI_CASE,CMS_CI_CASE_VW,CI_CASE.CASE_ID == CMS_CI_CASE_VW.CASE_ID
Case___Domain,Customer Operations,JoinTree_1,5,inner,CI_CASE,CI_CASE_TYPE_L,CI_CASE.CASE_TYPE_CD == CI_CASE_TYPE_L.CASE_TYPE_CD and CI_CASE_TYPE_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,6,inner,CI_CASE,CI_CASE_STATUS_L,CI_CASE.CASE_TYPE_CD == CI_CASE_STATUS_L.CASE_TYPE_CD and CI_CASE.CASE_STATUS_CD == CI_CASE_STATUS_L.CASE_STATUS_CD and CI_CASE_STATUS_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,7,inner,CI_CASE,CI_LOOKUP_VAL_L,CI_CASE.CASE_COND_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'CASE_COND_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,8,inner,CI_CASE,SC_USER,CI_CASE.USER_ID == SC_USER.USER_ID
Case___Domain,Customer Operations,JoinTree_1,9,leftOuter,CI_CASE,CI_PHONE_TYPE_L,CI_CASE.PHONE_TYPE_CD == CI_PHONE_TYPE_L.PHONE_TYPE_CD and CI_PHONE_TYPE_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,10,leftOuter,CI_ACCT,CI_BILL_CYC_L,CI_ACCT.BILL_CYC_CD == CI_BILL_CYC_L.BILL_CYC_CD and CI_BILL_CYC_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,11,leftOuter,CI_ACCT,CI_ACCT_MGMT_GR_L,CI_ACCT.ACCT_MGMT_GRP_CD == CI_ACCT_MGMT_GR_L.ACCT_MGMT_GRP_CD and CI_ACCT_MGMT_GR_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,12,leftOuter,CI_ACCT,CI_COLL_CL_L,CI_ACCT.COLL_CL_CD == CI_COLL_CL_L.COLL_CL_CD and CI_COLL_CL_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,13,leftOuter,CI_ACCT,CI_CUST_CL_L,CI_ACCT.CUST_CL_CD == CI_CUST_CL_L.CUST_CL_CD and CI_CUST_CL_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,14,leftOuter,CI_ACCT,CI_BUD_PLAN_L,CI_ACCT.BUD_PLAN_CD == CI_BUD_PLAN_L.BUD_PLAN_CD and CI_BUD_PLAN_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,15,leftOuter,CI_PREM,CI_PREM_TYPE_L,CI_PREM.PREM_TYPE_CD == CI_PREM_TYPE_L.PREM_TYPE_CD and CI_PREM_TYPE_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,16,leftOuter,CI_PREM,CI_MR_INSTR_L,CI_PREM.MR_INSTR_CD == CI_MR_INSTR_L.MR_INSTR_CD and CI_MR_INSTR_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,17,leftOuter,CI_PREM,CI_MR_WARN_L,CI_PREM.MR_WARN_CD == CI_MR_WARN_L.MR_WARN_CD and CI_MR_WARN_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,18,leftOuter,CI_PREM,CI_TREND_AREA_L,CI_PREM.TREND_AREA_CD == CI_TREND_AREA_L.TREND_AREA_CD and CI_TREND_AREA_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_1,19,leftOuter,CI_PREM,CI_TIME_ZONE_L,CI_PREM.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_4,20,inner,CMS_CI_CASE_LOG_VW,CI_PER_NAME_1,CMS_CI_CASE_LOG_VW.PER_ID == CI_PER_NAME_1.PER_ID and CI_PER_NAME_1.NAME_TYPE_FLG == 'PRIM'
Case___Domain,Customer Operations,JoinTree_4,21,inner,CMS_CI_CASE_LOG_VW,CI_LOOKUP_VAL_L_1,CMS_CI_CASE_LOG_VW.CASE_LOG_TYPE_FLG == CI_LOOKUP_VAL_L_1.FIELD_VALUE and CI_LOOKUP_VAL_L_1.FIELD_NAME == 'CASE_LOG_TYPE_FLG' and CI_LOOKUP_VAL_L_1.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_4,22,inner,CMS_CI_CASE_LOG_VW,CI_CASE_TYPE_L_1,CMS_CI_CASE_LOG_VW.CASE_TYPE_CD == CI_CASE_TYPE_L_1.CASE_TYPE_CD and CI_CASE_TYPE_L_1.LANGUAGE_CD == 'ENG'
Case___Domain,Customer Operations,JoinTree_4,23,inner,CMS_CI_CASE_LOG_VW,CI_CASE_STATUS_L_1,CMS_CI_CASE_LOG_VW.CASE_STATUS_CD == CI_CASE_STATUS_L_1.CASE_STATUS_CD and CI_CASE_STATUS_L_1.LANGUAGE_CD == 'ENG' and CMS_CI_CASE_LOG_VW.CASE_TYPE_CD == CI_CASE_STATUS_L_1.CASE_TYPE_CD
Case___Domain,Customer Operations,JoinTree_4,24,leftOuter,CMS_CI_CASE_LOG_VW,CI_CASE_STATUS_L_2,CMS_CI_CASE_LOG_VW.PREV_CASE_STATUS_CD == CI_CASE_STATUS_L_2.CASE_STATUS_CD and CI_CASE_STATUS_L_2.LANGUAGE_CD == 'ENG' and CMS_CI_CASE_LOG_VW.CASE_TYPE_CD == CI_CASE_STATUS_L_2.CASE_TYPE_CD
Case___Domain,Customer Operations,JoinTree_4,25,inner,CMS_CI_CASE_LOG_VW,SC_USER_1,CMS_CI_CASE_LOG_VW.USER_ID == SC_USER_1.USER_ID
Customer_Contact___Domain,Customer Operations,JoinTree_1,1,inner,CI_CC,CI_PER_NAME,CI_CC.PER_ID == CI_PER_NAME.PER_ID and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM'
Customer_Contact___Domain,Customer Operations,JoinTree_1,2,leftOuter,CI_CC,CI_ACCT,CI_CC.ACCT_ID == CI_ACCT.ACCT_ID
Customer_Contact___Domain,Customer Operations,JoinTree_1,3,leftOuter,CI_CC,CI_PREM,CI_CC.PREM_ID == CI_PREM.PREM_ID
Customer_Contact___Domain,Customer Operations,JoinTree_1,4,inner,CI_CC,SC_USER,CI_CC.USER_ID == SC_USER.USER_ID
Customer_Contact___Domain,Customer Operations,JoinTree_1,5,inner,CI_CC,CI_CC_CL_L,CI_CC.CC_CL_CD == CI_CC_CL_L.CC_CL_CD and CI_CC_CL_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,6,inner,CI_CC,CI_CC_TYPE_L,CI_CC.CC_CL_CD == CI_CC_TYPE_L.CC_CL_CD and CI_CC.CC_TYPE_CD == CI_CC_TYPE_L.CC_TYPE_CD and CI_CC_TYPE_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,7,leftOuter,CI_CC,CI_LOOKUP_VAL_L,CI_CC.CC_ENTITY_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'CC_ENTITY_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,8,leftOuter,CI_CC,CI_LETTER_TMPL_L,CI_CC.LTR_TMPL_CD == CI_LETTER_TMPL_L.LTR_TMPL_CD and CI_LETTER_TMPL_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,9,leftOuter,CI_CC,CI_LOOKUP_VAL_L_1,CI_CC.CC_STATUS_FLG == CI_LOOKUP_VAL_L_1.FIELD_VALUE and CI_LOOKUP_VAL_L_1.FIELD_NAME == 'CC_STATUS_FLG' and CI_LOOKUP_VAL_L_1.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,10,leftOuter,CI_CC,CI_LOOKUP_VAL_L_2,CI_CC.CONTACT_METH_FLG == CI_LOOKUP_VAL_L_2.FIELD_VALUE and CI_LOOKUP_VAL_L_2.FIELD_NAME == 'CONTACT_METH_FLG' and CI_LOOKUP_VAL_L_2.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,11,leftOuter,CI_ACCT,CI_BILL_CYC_L,CI_ACCT.BILL_CYC_CD == CI_BILL_CYC_L.BILL_CYC_CD and CI_BILL_CYC_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,12,leftOuter,CI_ACCT,CI_CUST_CL_L,CI_ACCT.CUST_CL_CD == CI_CUST_CL_L.CUST_CL_CD and CI_CUST_CL_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,13,leftOuter,CI_ACCT,CI_COLL_CL_L,CI_ACCT.COLL_CL_CD == CI_COLL_CL_L.COLL_CL_CD and CI_COLL_CL_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,14,leftOuter,CI_ACCT,CI_ACCT_MGMT_GR_L,CI_ACCT.ACCT_MGMT_GRP_CD == CI_ACCT_MGMT_GR_L.ACCT_MGMT_GRP_CD and CI_ACCT_MGMT_GR_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,15,leftOuter,CI_ACCT,CI_BUD_PLAN_L,CI_ACCT.BUD_PLAN_CD == CI_BUD_PLAN_L.BUD_PLAN_CD and CI_BUD_PLAN_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,16,leftOuter,CI_PREM,CI_PREM_TYPE_L,CI_PREM.PREM_TYPE_CD == CI_PREM_TYPE_L.PREM_TYPE_CD and CI_PREM_TYPE_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,17,leftOuter,CI_PREM,CI_MR_WARN_L,CI_PREM.MR_WARN_CD == CI_MR_WARN_L.MR_WARN_CD
Customer_Contact___Domain,Customer Operations,JoinTree_1,18,leftOuter,CI_PREM,CI_MR_INSTR_L,CI_PREM.MR_INSTR_CD == CI_MR_INSTR_L.MR_INSTR_CD and CI_MR_INSTR_L.LANGUAGE_CD == 'ENG'
Customer_Contact___Domain,Customer Operations,JoinTree_1,19,leftOuter,CI_PREM,CI_TIME_ZONE_L,CI_PREM.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
Customer___Domain,Customer Operations,JoinTree_1,1,inner,CI_PER,CMS_CI_PER_ID_VW,CI_PER.PER_ID == CMS_CI_PER_ID_VW.PER_ID
Customer___Domain,Customer Operations,JoinTree_1,2,leftOuter,CI_PER,CMS_CI_PER_CHAR_VW,CI_PER.PER_ID == CMS_CI_PER_CHAR_VW.PER_ID
Customer___Domain,Customer Operations,JoinTree_1,3,leftOuter,CI_PER,CMS_CI_PER_PER_VW,CI_PER.PER_ID == CMS_CI_PER_PER_VW.PER_ID1
Customer___Domain,Customer Operations,JoinTree_1,4,inner,CI_PER,CMS_CI_PER_NAME_VW,CI_PER.PER_ID == CMS_CI_PER_NAME_VW.PER_ID
Customer___Domain,Customer Operations,JoinTree_1,5,leftOuter,CI_PER,CMS_CI_PER_CONTDET_VW,CI_PER.PER_ID == CMS_CI_PER_CONTDET_VW.PER_ID
Customer___Domain,Customer Operations,JoinTree_1,6,inner,CI_PER,CI_LOOKUP_VAL_L,CI_PER.PER_OR_BUS_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'PER_OR_BUS_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
Customer___Domain,Customer Operations,JoinTree_1,7,inner,CI_PER,CI_LOOKUP_VAL_L_1,CI_PER.LS_SL_FLG == CI_LOOKUP_VAL_L_1.FIELD_VALUE and CI_LOOKUP_VAL_L_1.FIELD_NAME == 'LS_SL_FLG' and CI_LOOKUP_VAL_L_1.LANGUAGE_CD == 'ENG'
Customer___Domain,Customer Operations,JoinTree_1,8,leftOuter,CI_PER,CI_LOOKUP_VAL_L_2,CI_PER.RECV_MKTG_INFO_FLG == CI_LOOKUP_VAL_L_2.FIELD_VALUE and CI_LOOKUP_VAL_L_2.FIELD_NAME == 'RECV_MKTG_INFO_FLG' and CI_LOOKUP_VAL_L_2.LANGUAGE_CD == 'ENG'
Customer___Domain,Customer Operations,JoinTree_1,9,leftOuter,CI_PER,CI_LOOKUP_VAL_L_3,CI_PER.WEB_PWD_HINT_FLG == CI_LOOKUP_VAL_L_3.FIELD_VALUE and CI_LOOKUP_VAL_L_3.FIELD_NAME == 'WEB_PWD_HINT_FLG' and CI_LOOKUP_VAL_L_3.LANGUAGE_CD == 'ENG'
Customer___Domain,Customer Operations,JoinTree_1,10,leftOuter,CI_PER,CI_TIME_ZONE_L,CI_PER.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,1,inner,CI_LANDLORD,CI_PREM,CI_LANDLORD.LL_ID == CI_PREM.LL_ID
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,2,inner,CI_LANDLORD,CI_ACCT,CI_LANDLORD.ACCT_ID == CI_ACCT.ACCT_ID
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,3,inner,CI_LANDLORD,CI_ACCT_PER,CI_LANDLORD.ACCT_ID == CI_ACCT_PER.ACCT_ID
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,4,inner,CI_PREM,CI_PREM_TYPE_L,CI_PREM.PREM_TYPE_CD == CI_PREM_TYPE_L.PREM_TYPE_CD and CI_PREM_TYPE_L.LANGUAGE_CD == 'ENG'
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,5,leftOuter,CI_PREM,CI_CIS_DIVISION_L,CI_PREM.CIS_DIVISION == CI_CIS_DIVISION_L.CIS_DIVISION and CI_CIS_DIVISION_L.CIS_DIVISION == 'ENG'
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,6,inner,CI_PREM,CI_STATE_L,CI_PREM.COUNTRY == CI_STATE_L.COUNTRY and CI_PREM.STATE == CI_STATE_L.STATE and CI_STATE_L.LANGUAGE_CD == 'ENG'
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,7,leftOuter,CI_PREM,CI_TIME_ZONE_L,CI_PREM.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,8,inner,CI_ACCT_PER,CI_PER_NAME,CI_ACCT_PER.PER_ID == CI_PER_NAME.PER_ID and CI_ACCT_PER.MAIN_CUST_SW == 'Y' and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM'
Landlord_Agreement___Domain,Customer Operations,JoinTree_1,9,leftOuter,CI_LANDLORD,CMS_LL_COVERAGE,CI_LANDLORD.LL_ID == CMS_LL_COVERAGE.LL_ID
Premise___Domain,Customer Operations,JoinTree_1,1,leftOuter,CI_PREM,CMS_CI_PREM_GEO_GEOTYPE_VW,CI_PREM.PREM_ID == CMS_CI_PREM_GEO_GEOTYPE_VW.PREM_ID
Premise___Domain,Customer Operations,JoinTree_1,2,leftOuter,CI_SP,CI_SA_SP,CI_SP.SP_ID == CI_SA_SP.SP_ID
Premise___Domain,Customer Operations,JoinTree_1,3,leftOuter,CI_SA_SP,CI_SA,CI_SA_SP.SA_ID == CI_SA.SA_ID
Premise___Domain,Customer Operations,JoinTree_1,4,leftOuter,CI_SA,CI_ACCT,CI_SA.ACCT_ID == CI_ACCT.ACCT_ID
Premise___Domain,Customer Operations,JoinTree_1,5,leftOuter,CI_ACCT,CI_ACCT_PER,CI_ACCT.ACCT_ID == CI_ACCT_PER.ACCT_ID and CI_ACCT_PER.MAIN_CUST_SW == 'Y'
Premise___Domain,Customer Operations,JoinTree_1,6,leftOuter,CI_ACCT_PER,CI_PER_NAME,CI_ACCT_PER.PER_ID == CI_PER_NAME.PER_ID and CI_PER_NAME.NAME_TYPE_FLG == 'PRIM'
Premise___Domain,Customer Operations,JoinTree_1,7,inner,CI_PREM,CI_PREM_TYPE_L,CI_PREM.PREM_TYPE_CD == CI_PREM_TYPE_L.PREM_TYPE_CD and CI_PREM_TYPE_L.LANGUAGE_CD == 'ENG'
Premise___Domain,Customer Operations,JoinTree_1,8,leftOuter,CI_PREM,CI_MR_INSTR_L,CI_PREM.MR_INSTR_CD == CI_MR_INSTR_L.MR_INSTR_CD and CI_MR_INSTR_L.LANGUAGE_CD == 'ENG'
Premise___Domain,Customer Operations,JoinTree_1,9,leftOuter,CI_PREM,CI_MR_WARN_L,CI_PREM.MR_WARN_CD == CI_MR_WARN_L.MR_WARN_CD and CI_MR_WARN_L.LANGUAGE_CD == 'ENG'
Premise___Domain,Customer Operations,JoinTree_1,10,leftOuter,CI_PREM,CI_TIME_ZONE_L,CI_PREM.TIME_ZONE_CD == CI_TIME_ZONE_L.TIME_ZONE_CD and CI_TIME_ZONE_L.LANGUAGE_CD == 'ENG'
Premise___Domain,Customer Operations,JoinTree_1,11,leftOuter,CI_SA,CI_SA_TYPE_L,CI_SA.SA_TYPE_CD == CI_SA_TYPE_L.SA_TYPE_CD and CI_SA_TYPE_L.LANGUAGE_CD == 'ENG'
Premise___Domain,Customer Operations,JoinTree_1,12,leftOuter,CI_SA,CI_LOOKUP_VAL_L,CI_SA.SA_STATUS_FLG == CI_LOOKUP_VAL_L.FIELD_VALUE and CI_LOOKUP_VAL_L.FIELD_NAME == 'SA_STATUS_FLG' and CI_LOOKUP_VAL_L.LANGUAGE_CD == 'ENG'
Premise___Domain,Customer Operations,JoinTree_1,13,leftOuter,CI_ACCT,CI_BILL_CYC_L,CI_ACCT.BILL_CYC_CD == CI_BILL_CYC_L.BILL_CYC_CD and CI_BILL_CYC_L.LANGUAGE_CD == 'ENG'
